smiles,id
COC(=O)C1(C(=O)OC)Cc2ccc3ccccc3c2O1,id1
CCCCOc1ccc(-c2ccc(C#CC(C)Sc3nc4ccccc4[nH]3)s2)cc1,id2
CCN1C(=O)C(=O)N(CC(=O)Nc2ccccc2C(F)(F)F)C1=S,id3
O=C(OCC[NH+]1CCN(c2ccccn2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,id4
O=C(NCc1ccc(-c2ccc(C(F)(F)F)cc2)o1)C1CCCN1C(=O)C=Cc1ccccc1,id5
COCc1ccc(C)c(C(O)(Cn2cncn2)C(CC(=O)N(C)C)c2ccccc2)c1,id6
COc1cc(-c2nc(N3CCOCC3)c3nc(CC4CC4)n(C)c3n2)ccc1O,id7
O=C([O-])CCCCCNC(=O)OCc1ccccc1,id8
CCCOC(=O)c1nn(-c2ccccc2C(=O)[O-])cc1C(=O)OCC,id9
CC(C)Nc1nc(C#N)ccc1-c1cc2c(-c3ccccc3C[NH3+])c(F)cnc2[nH]1,id10
CCCn1cc(-c2cnc3ccccc3c2)cn1,id11
Cn1ncc2ccc(C[NH+]3CCC([NH2+]Cc4ccc5c(n4)NC(=O)CO5)CC3)cc21,id12
Nc1ccc2nnn(C(=O)c3cccc(Cl)c3)c2c1,id13
CCN1CCC(c2ccc(F)cc2)Oc2cc(C3=[NH+]CCN3)ccc2S1(=O)=O,id14
O=C([O-])C1CCC(C[NH+]2CCN(Cc3ccccc3Cl)CC2)CC1,id15
Cc1cc(-c2nc3c(F)c(NC(C)C)nc(-c4ccc5c(c4)OCO5)n3n2)ccc1N1CC[NH2+]CC1,id16
CC(C)(C)OC(=O)N1CCC2(CC1)C(=O)Nc1nc(-c3c(F)cc(F)cc3F)nc(Cl)c12,id17
Cc1cn(-c2ccc(C(F)(F)F)cc2C[NH+]2CC3(CC[NH+](CC(O)c4ccc5c(c4C)COC5=O)CC3)C2)nn1,id18
CCCCC(F)(CCC([NH3+])C(=O)[O-])P(=O)([O-])F,id19
COC(=O)c1nnn(Cc2ccc(F)c(F)c2)c1C(=O)OC,id20
O=c1[nH]c(=O)n(C2OC(COP(=O)([O-])[O-])CC2O)cc1Cl,id21
COc1ccccc1CC(NC(=O)c1nc(-c2ccc3ccccc3c2)oc1Cc1ccc(F)cc1)C(=O)[O-],id22
CC(=O)N1CCC(N(Cc2ccccc2)S(=O)(=O)c2ccc(Br)cc2)CC1,id23
O=C(Nc1ccccc1-c1ccccc1)c1ccccc1[N+](=O)[O-],id24
COc1ccc(C=NNC(=O)C2c3ccccc3S(=O)(=O)N2C)cc1,id25
O=C(Nc1ccc(C=CC(=O)c2ccco2)cc1)c1ccccn1,id26
O=C(c1cnccn1)N1CC2C[NH+](Cc3cocn3)CC2C1,id27
O=[N+]([O-])c1ccc(S(=O)(=O)NC2=CCC3C4CCC(C4)C23)cc1,id28
O=C(c1cc(Cl)ccc1O)N1CCN(c2ncc(C(F)(F)F)cn2)CC1,id29
CC(=O)N(C)CCCn1nnc(CN2CCS(=O)(=O)N(Cc3ccc(-c4ccccc4)cc3)C(C)C2=O)c1C(F)(F)F,id30
CCOC(=O)N1CCC([NH+]2CC(C(=O)OC)C(c3ccc(SC)cc3)C2)CC1,id31
CCCOP(=O)(c1ccccc1)c1ccc(N(C)C)cc1,id32
CC(C)C([NH3+])C(=O)NN=Cc1ccccc1F,id33
c1cc(CN2CCn3nc(-c4ccco4)cc3C2)nc(C[NH+]2CCCCC2)c1,id34
O=C([O-])c1ccccc1NC(=NS(=O)(=O)N1CCCCCC1)c1ccccc1,id35
Cc1oc2ccccc2c(=[NH+]CCCN2CCOCC2)c1O,id36
O=C(c1ccc([N+](=O)[O-])s1)N1CCN(c2ccccn2)CC1,id37
CCCCCCCCCC(=O)NCC[N+](C)(C)CCNC(=O)c1cccc2ccccc12,id38
Cc1nnc(Nc2ccc(S(=O)(=O)N3CCCC3C(=O)N3CCCCC3)cc2)s1,id39
CCCc1nc(C)n2ncc(C(F)(F)F)c2c1CC[NH3+],id40
CC1CCC(C(=O)N2CCC(C(N)=O)c3ccccc32)CC1,id41
COCC1CC2C[NH+](Cc3ccco3)CCC2CN1S(C)(=O)=O,id42
O=C(NC(=O)c1ccccc1F)Oc1ccccc1,id43
CCNC(=O)NC(=O)Cn1nnc(-c2ccccc2-c2ccc(SC(F)(F)F)cc2)n1,id44
N#Cc1c(Cl)cccc1Oc1ccc(-n2c(Cl)c(Cl)c3c(C(=O)[O-])cc(=O)[nH]c32)cc1,id45
Cc1c(CC(=O)[O-])oc(=O)c2oc(C(=O)c3ccco3)c(C)c12,id46
CC([NH2+]CCc1ccc(N=C=S)cc1)c1ccccc1,id47
O=C(NCc1ccccc1Cl)C(=O)NC1CCCC1,id48
CCOC(=O)c1ccc(-c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)s2)cc1C#N,id49
O=c1oc2ncccc2n1-c1cccc(C(F)(F)F)c1,id50
COc1ccc(-c2nsc(NC(=O)Nc3ccc(Br)cc3)n2)c(OC)c1,id51
Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C3(C)CCC2O3)cc1,id52
CCOC(=O)C(C)N1C(=O)c2cc(C#CC(C)(C)O)ccc2OC(C[NH+](C)Cc2ccc(C(F)(F)F)cc2)C1C,id53
O=C(Nc1ccc([N+](=O)[O-])cc1)c1cccnc1,id54
CC(=O)OCC1OC(OC2OC(COC(=O)Cc3cccc(O)c3O)C(O)C(O)C2O)C(O)C(OC(=O)c2ccc(CO)[nH]2)C1OC(C)=O,id55
NC(=S)N1N=C(c2ccccc2)CC1c1ccc(Br)cc1,id56
O=C1C(O)COc2ccccc2C2CCCN12,id57
C[NH+]1CCC(Nc2nc(NCCc3ccc(C#N)cn3)nc3cc(Cl)c(F)cc23)CC1,id58
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])CCCC[NH3+])C(O)CC(=O)NCCc1ccccc1,id59
O=C([O-])c1ccc(-n2cc(C=Nn3cnnc3)c(-c3ccccc3)n2)cc1,id60
COc1ccc2c(c1)CCc1nc(N)sc1-2,id61
CCCCCCc1cn(CC(=O)NC(C(=O)NCCCCC)C(C)C)nn1,id62
COC(=O)C1C2CC(OC(C)=O)C1SC(c1ccc(N)cc1)=C2c1ccc2ccccc2n1,id63
Nc1nc(NCC2CCC(C=CC(=O)OC3CCCCC3)CC2)nc2nccn12,id64
CC(C)CNc1cc(SCc2ccccc2)nc(-c2ccccc2Cl)n1,id65
COc1ccc(Cc2[nH]c3cc(C)ccc3c2C)cc1OC,id66
CC(C)C(NC(=O)C(=Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1)C(=O)[O-],id67
c1ccc2c(C[NH2+]CCCCC[NH+]3CCCCC3)c3ccccc3cc2c1,id68
COc1ccc(Nc2ccc(C3C[NH2+]CCO3)cc2)cn1,id69
O=P([O-])(O)C1OC(O)C(O)C(F)C1O,id70
COc1ccc(-c2c(-c3c(F)cccc3Cl)noc2NC(C)=O)cc1,id71
CCC(C)(Oc1ccc(Oc2nc(C)cc(=O)n2Cc2cc(C)cc(C)c2)cc1)C(=O)[O-],id72
NS(=O)(=O)c1ccc(NC(=S)[N-]C(=O)c2ccccc2Cl)cc1,id73
CS(=O)(=O)c1ccc(CNC(=O)c2cnc(-c3ccc(Cl)cc3)s2)nc1,id74
O=C([O-])CC(NC(=O)c1cc2c(c[nH+]1)[nH]c1ccccc12)C(=O)[O-],id75
CCN(C)C1=[NH+]CCN(c2ccc(Sc3ccccc3)cc2)C1,id76
CC1=CC(=O)C(=NCCCOC(C)C)C=C1O,id77
CCCCOc1ccc(-c2nc(=[NH+]CC[N+](CC)(CC)CCCO)cc(-c3ccc(OC)cc3)o2)cc1,id78
CCN(C(=O)CSc1nnc(-c2cccs2)n1N)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,id79
CN(C)C(=O)Oc1cccc2ccc(N3CC[NH+](Cc4ccccc4)CC3)nc12,id80
Cc1oc(-c2ccc(Cl)cc2)nc1CS(=O)(=O)CC(=O)NCC1CCCO1,id81
Nc1nc2c(c(=O)[nH]1)OC(C[NH2+]Cc1ccccc1)CO2,id82
COc1ccc(C(C(=O)NCC2CCCO2)N(C(=O)c2ccccn2)c2cccc(C)c2)cc1F,id83
CC1CC2C(=NC=C(F)C=C3OC(CO)C[NH+]31)N2C(=O)c1ccc(NC2(C)CCCCC2)cc1,id84
COc1cccc(C(=O)CCC[NH+]2CCC(Cc3ccc(F)c4ccccc34)CC2)c1OC,id85
c1ccc(-c2c3ccccc3cc3[n+]2CCC3)cc1,id86
CCCCCCCOc1ccc(Cc2c(C)nn(CC3CC3)c2C(=O)[O-])cc1,id87
COc1ccccc1N1CC[NH2+]CC1,id88
COC(=O)CSC1=CC(=O)c2ccccc2C1=O,id89
CN(C)C(=O)NC1CCN(C(=O)OC(C)(C)CC(C)(C)C)C1,id90
c1cncc(-c2ccc3c(c2)CCC(C[NH2+]C2CCC4(CC[NH2+]C4)C2)O3)c1,id91
COc1cc(N2CC[NH+](C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,id92
Fc1ccc(-c2nnc3c4ccccc4nc(NC(=S)Nc4ccc(Cl)cc4)n23)cc1,id93
C=CCOc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1OCc1ccccc1C(F)(F)F,id94
c1ccc(-c2ccc(C3CN4CCSC4=[NH+]3)cc2)cc1,id95
c1cc2c(OC3CCOCC3)ccc(OC3CCC[NH2+]C3)c2o1,id96
Nc1cc(S(N)(=O)=O)c(Sc2ccccc2)cc1Cl,id97
c1cc(Nc2ncnc3ccccc23)cc(OCc2ccc(-c3ccncc3)cc2)c1,id98
CCC(=O)c1ccc(OCCCC(=O)[O-])c(C)c1,id99
CC(CCC1(C)[NH2+]CCc2ccccc21)c1ccc(C(F)(F)F)cc1,id100
C[NH+](C)C1CC2CCC1(OCC(F)(F)F)C2(C)C,id101
CCCCCCCCCCCC(=O)NC1CCCC1OC(=O)c1ccc(O)cc1,id102
COc1cccc(CN(Cc2ccc3[nH]nc(C)c3c2)c2ccc3ccccc3c2)c1,id103
O=C([O-])CSCC1C(=O)N(NC(=O)Cc2ccccc2)C1=O,id104
Cc1nc(-c2ccc(O)cc2Cl)sc1C(=O)c1cccc(Cl)c1Cl,id105
NC(=[NH2+])NCCCCCNC(=O)CN(CCCCCC[NH3+])C(=O)CCCC[NH2+]CCCC[NH2+]CCC[NH3+],id106
COc1cc(Nc2nc(Cl)cc(N3CCOCC3)n2)cc(OC)c1OC,id107
CCCCCC(=O)OCC(CC1(CC)CCC(=Cc2ccc(C(N)=O)cc2)C1=O)OC(=O)CN,id108
Cc1ccccc1S(=O)(=O)n1c2ccccc2c2ncnc(N3CCC(C)CC3)c21,id109
C[NH+](C)CC12CCCC1=CC(=O)O2,id110
Cc1oc(C)c(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])c1C,id111
O=C(C1CCN(c2cc(Oc3cncc(Cl)c3)ncn2)CC1)N1CCc2ccccc2C1,id112
CCCC#CCSc1c(C(=O)CC)cnc2ccc(C)cc12,id113
Cc1cc(C=NNC(=O)c2ccc(C(=O)[O-])cc2)c(C)n1-c1cccc(Cl)c1,id114
CCCCC(=O)Nc1cccc(NC(=O)c2ccc(N)c(O)c2)c1,id115
COc1ccc2[nH]c(O)c(N=Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c2c1,id116
Cc1c(N)[n+](Cc2ccco2)c2n(c1=O)CCC2C(=O)Nc1ccccc1,id117
Oc1cccc(OCC(O)C[NH+]2CCCC2)c1,id118
CC(C)(C)CC(=O)NCC(c1ccco1)N1CCOCC1,id119
CC(=O)OCC1=CC23CCC(OC1=O)C2=CC1(C)C(O)C(O)CCC31O,id120
COc1ccc(OC)c(NC(=O)C2(O)CCCc3c2sc(NC(=O)Cc2ccc(F)cc2)c3C)c1,id121
Cc1nc(Nc2ccc(F)cc2)c2cc(-c3ccccc3)sc2n1,id122
CCCCC1=CCC(c2ccccc2)(C(CC)C[NH3+])CC1,id123
CC(C)C(=O)N(CC(=O)[O-])c1ccccc1,id124
NS(=O)(=O)NCCC1CCN(C(=O)NCCc2ccccc2)CC1,id125
CSCCC([NH3+])C(=O)N1CCOCC1,id126
COc1ccccc1NC(=O)CN(C)C1CCS(=O)(=O)C1,id127
O=C(c1ccncc1)N1C(c2cccs2)c2ccccc2OCC([N+](=O)[O-])C1O,id128
Cc1ccc(N(C)c2cnc(S(C)(=O)=O)nc2)cc1,id129
CC1(C)Oc2cc(Br)ccc2C(n2cncn2)C1OCc1ccc([N+](=O)[O-])cc1,id130
CCCCc1nc2ccc(NC(=O)CN3C(=O)c4ccccc4C3=O)cc2n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1,id131
C[NH+]1CCCC1c1ccccc1,id132
Cc1ccc(CNC(=O)C(C)n2nc(C)c3nn(-c4ccccc4)cc3c2=O)cc1,id133
CCCCN(C(=O)COC(=O)CC(c1ccccc1)c1ccccc1)c1c(N)n(CCCC)c(=O)[nH]c1=O,id134
Cc1[nH]c2ccccc2c1C=NNC(=O)c1ccc(N)cc1Br,id135
COc1ccc(NC(=O)c2cc(-c3ccccc3)n(CC3CCCO3)c2C)cc1,id136
Cc1ccc(N2C(=O)CSC2c2cccnc2)cc1,id137
N#Cc1ccccc1C[NH+]1CCC2(CCN(C(=O)c3ccccn3)C2)CC1,id138
C[NH+](CCCOc1ccccc1Nc1ncc2c(n1)CC(C)(C)OC2)C1CC1,id139
C=C(C)C1CCC2(C(=O)NCc3nnn(Cc4ccc(C#N)cc4)n3)CCC3(C)C(=CCC4C5(C)CC(OC(C)=O)C(O)C(C)(C)C5CCC43C)C12,id140
O=C([O-])c1cc2c([nH]c3ccccc32)c(=O)o1,id141
Cc1ncc(CNC(=O)c2cccc(Cn3c(=O)sc4ccc(Br)cc43)c2)s1,id142
Cc1cc(C)cc(OCC(=O)OCC(=O)Nc2ccccc2Br)c1,id143
[O-]c1c(Br)ccnc1C(Br)Br,id144
Nc1ccc2sc3nc(-c4cccs4)cc(C(F)(F)F)c3c2c1,id145
C[NH+](C)CCOc1cc(C(=O)NC(CCC(=O)[O-])C(=O)N2CCN(C(=O)Nc3ccccc3)CC2)nc(-c2ccccc2)c1,id146
Cc1ccn2ncnc(NC3CC4CCC3C4)c12,id147
CCOC(=O)c1c(-c2ccc(F)cc2)c(-c2ccccc2)c(C)n(C2OC(CO)C(O)C2O)c1=O,id148
[NH3+]Cc1cc(C(=O)[O-])ccc1OCC(=O)c1ccc(N2CC(C(=O)[O-])C=C2C(=O)[O-])cc1,id149
O=C([O-])Cc1cc(Cl)ccc1-c1ccccc1,id150
Cn1c(NCc2cccnc2)nc(-c2ccc3ccn(C)c3c2)c1-c1ccncc1,id151
CC(c1cccc2ccccc12)N1CCC(C)(C)c2ccccc21,id152
COc1ncc(-c2ccc3cc(-c4ccccc4)cnc3c2)cc1NS(C)(=O)=O,id153
CCc1cc2n(c(=O)c1Cc1ccc3c(c1)c(=O)c(C(=O)[O-])cn3Cc1ccc(OC)cc1)CC(F)C2,id154
O=C([O-])CCn1c(-c2ccccc2)nc2ccc(Cl)cc2c1=O,id155
CCCCCCCCC(NP(=O)([O-])OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1O)C(=O)OC,id156
COC(=O)CNc1nc(NCCOc2ccc(-n3nc(C(N)=O)cc3C)cc2)ncc1F,id157
CCCS(=O)(=O)N1CC[NH+](C2(CNC(=O)c3ccccc3Oc3ccccc3)CCCCC2)CC1,id158
O=C(NCCCC[NH+]1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2ccccc2n1,id159
N#Cc1cnc2ccccn2c1=O,id160
CCCn1c(=O)c2c(cnn2Cc2ccc(C(=O)OC)nc2)n(C)c1=O,id161
CCCCCCCCCCCCCCCCCCNC(=O)C1=CC(C)(C)NC1(C)C,id162
CCN1CCN(S(=O)(=O)c2ccc(SC)cc2)CC1,id163
CCOC(=O)c1cc2n(n1)c1c(c(C)[n+]2-c2ccc(OC)c(OC)c2)C(O)(c2ccccc2)C(=O)N1,id164
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)N(C)C(Cc1ccc3cc(O)ccc3c1)C(N)=O)O2,id165
COc1cccc2c1CCCC2CCC[NH+]1CCN(c2ccc(N)cc2)CC1,id166
COc1cc(C2CC2c2nc3ccccc3n2C)cc(-n2nc(C)nc2C)n1,id167
O=C(Nc1cccc(Cl)c1)Nc1nnc(C2CC(O)C(O)C2)s1,id168
C[NH+](C)CCNC(=O)NCCc1cccc2ccccc12,id169
COc1ccccc1NC(=O)CN1CCCn2c1nc1c2c(=O)[nH]c(=O)n1C,id170
Cc1sc2nc(SCC(=O)NC(=O)NC3CCCCC3)n(Cc3ccccc3)c(=O)c2c1C,id171
N#CC(C#N)=C1CCN(S(=O)(=O)c2cccs2)CC1,id172
Cc1nc2c(oc3ccccc32)c(=O)n1CC1CCC[NH+](C(C)C)C1,id173
CCCCNc1nc2cc(C=Cc3cccs3)ccc2c(=O)n1C1CC[NH+](CCCC)CC1,id174
CC(C)[NH+]1CCC(Oc2nc(C(Cl)(Cl)Cl)nc3ccccc23)C1,id175
CN(N=Cc1cc(C=C(C#N)C#N)cn2c(-c3ccc(N(C)C)cc3)nnc12)C(N)=[NH2+],id176
Cc1cc(NC(=O)c2ccco2)c(NC(=O)COCC2CCCCC2)cc1N(C)C,id177
CC[NH+](CC)CCSC(=S)N(CCNc1ccccc1OC)Cc1ccccc1[N+](=O)[O-],id178
Cc1cc(C(=O)Nc2[nH]c(C(C)(C)C)nc2N)ccc1C[NH2+]CCO,id179
CC(c1[nH]cc[nH+]1)c1cnc2n[nH]cc2c1OCCCS(C)(=O)=O,id180
CS(=O)(=O)c1ccc(-c2ccc3nc(-c4ccc(F)c(Nc5ccnc(N)n5)c4)c(C4CC4)n3c2)cc1,id181
CC(C)CC(=O)NC(=O)N(C)c1ccc(OC(F)(F)F)cc1,id182
Cc1ccccc1CSc1nc(C)c2c(n1)CCCCCC2,id183
Cn1c(C[NH+]2CCC(COC(=O)c3ccc4ccccc4c3)CC2)[nH+]c2ccccc21,id184
Cc1nc2ccccc2nc1C=CC(=O)c1ccc(F)cc1,id185
CC(C[NH+]1CCN(c2ccccc2)CC1)OC(=O)NC(Cc1ccccc1)C(=O)Nc1sc2c(c1C(N)=O)CCCC2,id186
C=CCN1C(=O)C2NC(=NN(c3ncc(Br)cc3F)S2)c2ccccc21,id187
